position,module
115.890_40.014,8
115.951_40.049,8
116.007_40.080,8
115.770_39.946,8
115.646_39.875,8
115.707_39.910,8
115.593_39.845,8
116.390_40.296,8
116.341_40.268,8
116.289_40.239,8
116.401_40.302,8
115.409_39.722,8
115.525_39.805,8
115.468_39.764,8
115.351_39.681,8
113.827_38.394,8
113.745_38.321,8
114.162_38.824,8
113.844_38.418,8
113.950_38.625,8
113.693_38.293,8
115.007_39.437,8
115.073_39.484,8
115.140_39.532,8
115.230_39.595,8
115.292_39.639,8
114.959_39.402,8
114.398_38.997,8
114.872_39.340,8
114.633_39.168,8
114.752_39.253,8
115.813_39.999,8
115.922_40.069,8
115.972_40.102,8
115.867_40.034,8
115.766_39.969,8
115.712_39.934,8
115.109_39.627,8
114.204_39.252,8
115.039_39.599,8
114.966_39.570,8
114.158_39.214,8
116.038_40.145,8
116.046_40.150,8
116.031_40.140,8
116.054_40.155,8
116.023_40.135,8
116.072_40.163,8
116.062_40.159,8
116.185_40.169,8
116.080_40.166,8
116.131_40.169,8
115.309_39.707,8
115.374_39.732,8
115.437_39.759,8
115.244_39.681,8
115.177_39.654,8
115.603_39.863,8
115.552_39.829,8
115.495_39.793,8
115.657_39.898,8
116.472_40.254,8
116.478_40.257,8
116.462_40.249,8
116.488_40.262,8
116.272_40.170,8
116.262_40.170,8
116.252_40.170,8
116.243_40.170,8
116.517_40.271,8
116.518_40.271,8
116.503_40.268,8
116.497_40.266,8
116.397_40.218,8
116.453_40.245,8
116.424_40.231,8
116.369_40.205,8
116.531_40.271,8
116.525_40.271,8
116.536_40.270,8
116.541_40.268,8
116.278_40.170,8
116.285_40.171,8
116.297_40.173,8
116.315_40.179,8
116.054_40.023,8
115.988_39.995,8
116.189_40.081,8
116.121_40.051,8
116.257_40.109,8
116.438_40.187,8
116.409_40.174,8
116.378_40.161,8
116.322_40.137,8
116.507_40.215,8
116.515_40.218,8
116.503_40.213,8
116.522_40.220,8
116.465_40.197,8
116.484_40.205,8
116.489_40.208,8
116.494_40.210,8
116.562_40.215,8
116.539_40.222,8
116.531_40.221,8
116.547_40.221,8
113.630_38.269,8
113.950_38.647,8
113.517_38.224,8
113.850_38.422,8
113.759_38.326,8
113.968_38.669,8
114.697_39.208,8
114.169_38.827,8
114.640_39.167,8
114.508_39.072,8
114.620_39.153,8
114.058_38.747,8
114.961_39.396,8
114.982_39.411,8
114.848_39.315,8
114.754_39.249,8
115.037_39.450,8
115.659_39.853,8
115.602_39.828,8
115.514_39.784,8
115.525_39.791,8
115.503_39.777,8
115.430_39.726,8
115.366_39.681,8
115.304_39.637,8
115.493_39.769,8
115.924_39.968,8
115.728_39.883,8
115.857_39.939,8
115.793_39.911,8
115.165_39.540,8
115.229_39.585,8
115.096_39.492,8
115.486_39.791,8
115.430_39.757,8
115.369_39.730,8
115.307_39.706,8
115.242_39.680,8
115.176_39.654,8
116.158_40.295,8
116.180_40.308,8
116.170_40.303,8
116.155_40.293,8
116.188_40.311,8
115.693_39.946,8
115.641_39.908,8
115.538_39.830,8
115.592_39.870,8
115.755_39.993,8
116.134_40.277,8
116.126_40.270,8
116.144_40.284,8
116.066_40.226,8
116.007_40.182,8
116.303_40.317,8
116.235_40.317,8
116.203_40.315,8
116.197_40.313,8
116.433_40.316,8
116.444_40.316,8
116.370_40.317,8
116.456_40.316,8
115.908_40.108,8
115.862_40.073,8
115.957_40.144,8
115.810_40.035,8
116.501_40.307,8
116.512_40.300,8
116.496_40.310,8
116.529_40.285,8
116.539_40.276,8
116.544_40.272,8
116.484_40.314,8
116.469_40.316,8
116.472_40.316,8
116.473_40.316,8
116.536_40.278,8
116.499_40.309,8
116.522_40.291,8
116.492_40.311,8
116.545_40.271,8
116.526_40.274,8
116.530_40.273,8
116.547_40.268,8
116.543_40.269,8
116.515_40.274,8
116.506_40.272,8
115.791_39.929,8
115.721_39.895,8
115.853_39.960,8
115.922_39.993,8
115.984_40.023,8
116.476_40.260,8
116.463_40.253,8
116.469_40.256,8
116.484_40.263,8
116.493_40.268,8
115.656_39.863,8
115.591_39.831,8
115.526_39.800,8
115.464_39.769,8
116.435_40.240,8
116.410_40.228,8
116.291_40.171,8
116.351_40.200,8
116.229_40.141,8
116.168_40.112,8
116.116_40.087,8
116.048_40.054,8
115.123_39.632,8
115.191_39.660,8
115.261_39.687,8
115.330_39.715,8
115.398_39.741,8
114.194_39.244,8
114.317_39.306,8
114.125_39.173,8
114.111_39.147,8
114.109_39.143,8
115.053_39.604,8
115.009_39.587,8
114.837_39.518,8
114.967_39.570,8
114.729_39.474,8
114.618_39.429,8
114.657_39.445,8
114.446_39.359,8
113.928_38.638,8
113.932_38.650,8
113.911_38.590,8
113.866_38.464,8
113.850_38.421,8
113.672_38.284,8
113.962_38.735,8
114.813_39.508,8
114.280_39.288,8
114.412_39.345,8
114.945_39.561,8
114.680_39.454,8
114.557_39.405,8
113.385_38.175,8
113.532_38.231,8
113.263_38.129,8
113.457_38.202,8
113.191_38.102,8
114.996_39.582,8
115.137_39.638,8
114.905_39.545,8
115.065_39.610,8
114.916_39.550,8
114.056_39.002,8
113.971_38.760,8
114.102_39.129,8
113.948_38.695,8
113.929_38.643,8
114.045_38.968,8
114.090_39.092,8
114.168_39.205,8
114.117_39.141,8
114.000_38.842,8
113.625_38.266,8
113.887_38.524,8
113.520_38.226,8
113.454_38.201,8
115.089_39.619,8
115.019_39.591,8
115.159_39.647,8
115.569_39.821,8
115.507_39.790,8
115.628_39.849,8
115.439_39.758,8
115.690_39.880,8
115.373_39.732,8
115.754_39.911,8
115.822_39.944,8
115.887_39.976,8
115.950_40.006,8
116.079_40.068,8
116.010_40.035,8
116.317_40.183,8
116.349_40.198,8
116.259_40.155,8
116.137_40.096,8
116.198_40.126,8
116.369_40.208,8
116.515_40.273,8
116.488_40.265,8
116.521_40.273,8
116.544_40.269,8
116.533_40.272,8
116.479_40.260,8
116.472_40.257,8
116.448_40.245,8
116.422_40.233,8
116.395_40.220,8
115.455_39.765,8
115.318_39.710,8
115.387_39.738,8
115.243_39.680,8
115.308_39.706,8
115.385_39.736,8
115.314_39.709,8
115.559_39.810,8
115.626_39.839,8
115.693_39.868,8
115.493_39.781,8
115.356_39.724,8
115.284_39.697,8
115.425_39.751,8
116.022_40.010,8
115.954_39.981,8
116.095_40.041,8
115.757_39.896,8
115.826_39.925,8
115.891_39.954,8
116.381_40.163,8
116.352_40.151,8
116.161_40.069,8
116.289_40.124,8
116.224_40.096,8
116.490_40.209,8
116.498_40.213,8
116.485_40.207,8
116.501_40.214,8
116.508_40.217,8
116.405_40.173,8
116.427_40.182,8
116.482_40.206,8
116.473_40.202,8
116.451_40.192,8
116.571_40.206,8
116.555_40.216,8
116.562_40.213,8
116.573_40.203,8
116.550_40.219,8
116.517_40.220,8
116.525_40.221,8
116.534_40.221,8
116.544_40.220,8
116.504_40.220,8
116.513_40.224,8
116.524_40.227,8
116.497_40.216,8
116.520_40.226,8
116.533_40.229,8
115.548_39.805,8
115.267_39.690,8
115.194_39.661,8
115.479_39.775,8
115.340_39.718,8
115.410_39.745,8
116.342_40.150,8
116.367_40.161,8
116.393_40.172,8
116.281_40.124,8
116.419_40.182,8
116.086_40.040,8
116.150_40.067,8
116.220_40.097,8
116.025_40.013,8
115.962_39.986,8
115.685_39.865,8
115.619_39.837,8
115.755_39.896,8
115.890_39.955,8
115.826_39.927,8
116.563_40.221,8
116.568_40.218,8
116.555_40.225,8
116.542_40.229,8
116.549_40.227,8
116.484_40.210,8
116.490_40.212,8
116.462_40.200,8
116.441_40.191,8
116.458_40.254,8
116.452_40.251,8
116.466_40.257,8
116.397_40.224,8
116.472_40.260,8
116.333_40.194,8
115.885_39.977,8
115.951_40.009,8
115.818_39.943,8
115.615_39.844,8
115.681_39.877,8
115.750_39.911,8
116.145_40.103,8
116.096_40.079,8
116.210_40.134,8
116.024_40.044,8
116.272_40.164,8
115.484_39.779,8
115.415_39.748,8
115.550_39.812,8
115.277_39.694,8
115.345_39.721,8
116.529_40.276,8
116.514_40.276,8
116.535_40.275,8
116.508_40.275,8
116.540_40.274,8
116.488_40.268,8
116.494_40.271,8
116.483_40.266,8
116.501_40.273,8
116.476_40.262,8
115.584_39.834,8
115.522_39.801,8
115.645_39.867,8
115.460_39.768,8
115.398_39.742,8
116.416_40.273,8
116.385_40.257,8
116.328_40.227,8
116.422_40.277,8
116.268_40.196,8
115.962_40.035,8
116.147_40.132,8
116.087_40.101,8
116.027_40.069,8
116.206_40.163,8
116.520_40.292,8
116.499_40.300,8
116.479_40.301,8
116.470_40.300,8
116.444_40.288,8
116.453_40.293,8
116.431_40.282,8
116.460_40.296,8
115.707_39.900,8
115.769_39.933,8
115.840_39.970,8
115.899_40.002,8
115.192_39.660,8
115.263_39.688,8
115.333_39.716,8
115.120_39.632,8
116.521_40.212,8
116.492_40.202,8
116.486_40.199,8
116.498_40.204,8
116.513_40.210,8
116.507_40.207,8
116.548_40.213,8
116.577_40.193,8
116.535_40.214,8
116.606_40.055,8
116.529_40.214,8
116.606_40.057,8
115.860_39.938,8
115.792_39.909,8
115.979_39.988,8
115.921_39.963,8
116.036_40.012,8
116.384_40.157,8
116.409_40.168,8
116.361_40.148,8
116.436_40.179,8
116.460_40.188,8
116.149_40.059,8
116.202_40.082,8
116.094_40.036,8
116.304_40.124,8
116.252_40.102,8
115.590_39.822,8
115.722_39.879,8
115.524_39.794,8
115.656_39.851,8
116.535_40.266,8
116.544_40.264,8
116.529_40.266,8
116.559_40.257,8
116.573_40.225,8
116.044_40.049,8
116.290_40.166,8
116.234_40.139,8
116.110_40.080,8
116.173_40.110,8
115.585_39.828,8
115.650_39.860,8
115.715_39.891,8
115.520_39.797,8
116.406_40.221,8
116.377_40.208,8
116.435_40.234,8
116.353_40.196,8
115.785_39.925,8
115.850_39.956,8
115.979_40.018,8
115.916_39.988,8
116.492_40.260,8
116.504_40.264,8
116.513_40.266,8
116.526_40.267,8
116.461_40.246,8
116.466_40.249,8
116.484_40.256,8
116.475_40.253,8
116.479_40.268,8
116.471_40.264,8
116.426_40.242,8
116.458_40.258,8
116.404_40.231,8
115.871_39.971,8
115.803_39.937,8
115.990_40.030,8
115.928_39.999,8
116.050_40.059,8
116.109_40.088,8
116.164_40.115,8
116.219_40.142,8
115.614_39.844,8
115.553_39.814,8
115.675_39.874,8
115.739_39.906,8
115.492_39.783,8
115.364_39.728,8
115.429_39.753,8
115.297_39.702,8
116.518_40.280,8
116.506_40.278,8
116.491_40.273,8
116.534_40.277,8
116.354_40.208,8
116.331_40.196,8
116.274_40.169,8
116.378_40.219,8
116.401_39.489,8
116.404_39.489,8
116.402_39.489,8
116.403_39.489,8
116.404_39.490,8
116.403_39.495,8
116.403_39.499,8
116.404_39.500,8
116.406_39.501,8
116.403_39.493,8
116.404_39.491,8
116.403_39.500,8
116.404_39.492,8
116.402_39.499,8
116.401_39.505,8
116.403_39.497,8
116.402_39.501,8
116.403_39.494,8
116.403_39.496,8
116.402_39.505,8
116.405_39.509,8
116.402_39.500,8
116.402_39.503,8
116.406_39.509,8
116.409_39.501,8
116.408_39.506,8
116.409_39.504,8
116.411_39.501,8
116.413_39.501,8
116.420_39.502,8
116.341_39.678,8
116.384_39.591,8
116.372_39.656,8
116.332_39.679,8
116.393_39.537,8
116.408_39.504,8
116.408_39.502,8
116.409_39.506,8
116.406_39.503,8
116.404_39.501,8
116.401_39.507,8
116.403_39.507,8
116.401_39.509,8
116.405_39.500,8
116.405_39.499,8
116.414_39.501,8
116.418_39.502,8
116.028_39.657,8
116.257_39.675,8
116.187_39.671,8
116.114_39.667,8
116.081_39.664,8
116.019_39.654,8
116.043_39.661,8
116.307_39.678,8
116.305_39.678,8
116.329_39.679,8
116.296_39.677,8
116.320_39.679,8
116.303_39.678,8
116.328_39.679,8
116.311_39.678,8
116.319_39.679,8
116.280_39.676,8
116.075_39.664,8
116.046_39.661,8
116.108_39.666,8
116.033_39.658,8
116.136_39.668,8
116.193_39.671,8
116.220_39.673,8
116.244_39.674,8
116.165_39.670,8
116.265_39.675,8
116.287_39.677,8
116.312_39.679,8
116.295_39.677,8
116.339_39.679,8
116.337_39.679,8
116.382_39.605,8
116.315_39.679,8
116.390_39.554,8
116.378_39.631,8
116.388_39.571,8
116.353_39.674,8
116.394_39.527,8
116.379_39.619,8
116.389_39.564,8
116.348_39.675,8
116.396_39.520,8
116.384_39.592,8
116.392_39.540,8
116.370_39.658,8
116.398_39.508,8
116.292_39.677,8
116.310_39.678,8
116.300_39.677,8
116.356_39.672,8
116.381_39.611,8
116.340_39.678,8
116.389_39.558,8
116.330_39.679,8
116.317_39.679,8
116.351_39.674,8
116.256_39.675,8
116.282_39.676,8
116.232_39.674,8
117.256_39.273,8
117.287_39.319,8
117.324_39.320,8
117.297_39.205,8
117.363_39.206,8
117.366_39.254,8
117.366_39.272,8
117.280_38.896,8
117.272_38.893,8
117.290_38.901,8
117.301_38.905,8
117.312_38.911,8
117.140_38.839,8
117.073_38.811,8
117.194_38.861,8
117.258_38.887,8
116.990_38.777,8
117.358_39.098,8
117.360_39.151,8
117.355_39.040,8
117.353_38.989,8
117.347_38.950,8
117.338_38.933,8
117.331_38.925,8
117.343_38.940,8
117.328_38.922,8
117.318_38.915,8
117.472_38.974,8
117.461_38.970,8
117.481_38.978,8
117.456_38.968,8
117.445_38.963,8
117.436_39.191,8
117.424_39.210,8
117.453_39.163,8
117.502_39.086,8
117.417_39.222,8
117.327_39.268,8
117.289_39.217,8
117.386_39.258,8
117.398_39.249,8
117.319_39.169,8
117.511_39.000,8
117.505_38.994,8
117.495_38.986,8
117.516_39.007,8
117.525_39.034,8
117.524_39.029,8
117.524_39.045,8
117.520_39.014,8
117.408_39.237,8
117.415_39.226,8
117.406_39.241,8
116.334_38.649,8
116.508_38.644,8
116.739_38.671,8
116.272_38.651,8
116.400_38.647,8
117.203_38.864,8
117.148_38.842,8
117.269_38.891,8
117.326_38.914,8
117.377_38.935,8
116.883_38.732,8
117.081_38.814,8
116.940_38.756,8
117.052_38.802,8
116.789_38.692,8
116.683_38.648,8
116.326_38.649,8
116.388_38.647,8
116.880_38.731,8
116.927_38.751,8
116.254_38.651,8
116.209_38.652,8
115.991_38.705,8
108.481_34.415,8
108.399_34.321,8
108.550_34.536,8
108.318_34.227,8
108.242_34.140,8
106.549_32.293,8
106.671_32.330,8
106.463_32.274,8
106.869_32.519,8
106.952_32.619,8
107.463_33.229,8
107.374_33.124,8
107.544_33.325,8
107.629_33.425,8
107.297_33.032,8
107.120_32.821,8
107.205_32.922,8
107.035_32.720,8
107.895_33.737,8
107.972_33.827,8
107.801_33.627,8
107.715_33.527,8
106.467_32.275,8
106.908_32.553,8
106.673_32.331,8
106.819_32.452,8
106.423_32.266,8
106.997_32.653,8
108.709_34.760,8
108.765_34.902,8
108.339_34.138,8
108.576_34.395,8
108.484_34.295,8
108.251_34.043,8
107.958_33.723,8
107.698_33.437,8
107.869_33.626,8
107.083_32.751,8
108.901_35.247,8
108.806_35.006,8
108.851_35.120,8
109.046_35.611,8
111.504_37.446,8
111.628_37.495,8
111.751_37.543,8
111.382_37.399,8
111.874_37.591,8
111.012_37.252,8
110.769_37.155,8
110.889_37.203,8
111.136_37.301,8
109.717_36.684,8
109.803_36.758,8
109.427_36.266,8
110.042_36.857,8
110.159_36.905,8
110.281_36.956,8
110.645_37.105,8
110.399_37.004,8
108.847_35.138,8
108.605_34.649,8
108.906_35.259,8
108.721_34.884,8
109.210_35.949,8
109.279_36.050,8
109.148_35.854,8
109.350_36.154,8
109.092_35.727,8
109.000_35.496,8
115.975_39.485,8
115.979_39.459,8
115.993_39.363,8
115.969_39.536,8
115.967_39.545,8
115.992_39.163,8
115.997_39.168,8
115.986_39.158,8
116.009_39.187,8
115.974_39.150,8
115.965_39.563,8
115.964_39.573,8
115.964_39.582,8
115.966_39.555,8
115.965_39.592,8
115.506_38.945,8
115.563_38.970,8
115.672_39.018,8
115.617_38.994,8
115.726_39.041,8
115.776_39.063,8
115.884_39.110,8
115.965_39.146,8
116.001_39.312,8
116.010_39.250,8
116.011_39.192,8
116.014_39.203,8
115.988_39.636,8
115.972_39.616,8
115.998_39.644,8
116.011_39.651,8
115.966_39.608,8
116.020_39.655,8
115.956_39.592,8
115.822_39.403,8
115.960_39.599,8
115.890_39.499,8
115.926_39.551,8
115.759_39.312,8
115.686_39.206,8
115.743_39.288,8
115.621_39.113,8
115.580_39.053,8
115.538_38.992,8
115.510_38.960,8
116.116_39.667,8
116.092_39.665,8
116.146_39.669,8
116.181_39.671,8
116.031_39.659,8
115.990_39.635,8
115.998_39.641,8
116.016_39.653,8
116.007_39.648,8
116.024_39.656,8
116.083_39.665,8
116.035_39.660,8
116.143_39.668,8
116.284_39.677,8
116.258_39.675,8
116.300_39.678,8
116.231_39.674,8
115.983_39.628,8
115.976_39.619,8
115.971_39.611,8
115.970_39.608,8
116.204_39.672,8
112.019_37.646,8
112.072_37.667,8
112.266_37.741,8
112.201_37.716,8
112.131_37.689,8
109.501_36.391,8
109.357_36.175,8
109.728_36.730,8
109.214_35.959,8
109.145_35.849,8
110.638_37.262,8
110.507_37.220,8
110.244_37.123,8
110.772_37.271,8
110.007_36.989,8
110.135_37.064,8
109.891_36.920,8
109.800_36.837,8
111.313_37.371,8
111.669_37.510,8
111.178_37.318,8
110.910_37.280,8
112.407_37.797,8
112.343_37.770,8
112.476_37.827,8
112.544_37.855,8
113.957_38.390,8
114.293_38.512,8
114.086_38.437,8
114.365_38.538,8
113.567_38.243,8
113.456_38.201,8
113.187_38.100,8
113.090_38.064,8
113.306_38.144,8
113.237_38.119,8
113.383_38.173,8
113.026_38.040,8
112.959_38.015,8
112.829_37.965,8
112.895_37.990,8
112.617_37.885,8
112.755_37.938,8
112.758_37.939,8
112.689_37.912,8
112.687_37.912,8
112.414_37.800,8
112.343_37.771,8
112.487_37.831,8
112.553_37.859,8
112.303_37.755,8
112.144_37.695,8
112.073_37.667,8
115.430_38.919,8
115.342_38.888,8
115.443_38.924,8
115.418_38.915,8
115.419_38.916,8
115.430_38.920,8
115.467_38.932,8
115.440_38.923,8
115.428_38.919,8
115.452_38.927,8
115.482_38.940,8
115.444_38.924,8
115.455_38.928,8
115.501_38.952,8
115.479_38.938,8
115.467_38.933,8
115.491_38.945,8
115.490_38.945,8
115.456_38.928,8
115.498_38.948,8
115.517_38.964,8
115.487_38.942,8
115.509_38.957,8
115.480_38.938,8
115.571_39.031,8
115.698_39.198,8
115.605_39.076,8
115.654_39.141,8
115.735_39.246,8
116.010_39.604,8
116.023_39.620,8
116.028_39.626,8
116.017_39.612,8
115.973_39.556,8
115.859_39.408,8
115.819_39.357,8
115.775_39.299,8
115.899_39.460,8
115.935_39.508,8
116.066_39.658,8
116.161_39.670,8
116.075_39.661,8
116.096_39.665,8
116.276_39.676,8
116.041_39.642,8
116.047_39.647,8
116.034_39.634,8
116.056_39.653,8
115.982_39.625,8
115.989_39.634,8
115.974_39.614,8
115.994_39.638,8
116.005_39.647,8
116.012_39.651,8
115.969_39.606,8
115.783_39.343,8
115.767_39.320,8
115.894_39.500,8
115.819_39.394,8
115.928_39.548,8
115.854_39.444,8
115.963_39.599,8
115.352_38.891,8
115.277_38.865,8
115.426_38.917,8
115.437_38.921,8
115.054_38.786,8
115.202_38.838,8
115.127_38.812,8
115.187_38.833,8
115.266_38.861,8
115.343_38.888,8
115.435_38.921,8
115.423_38.917,8
115.111_38.806,8
114.897_38.730,8
115.021_38.774,8
114.980_38.760,8
114.848_38.713,8
115.043_38.782,8
115.658_39.164,8
115.484_38.941,8
115.499_38.951,8
115.600_39.081,8
115.508_38.957,8
115.585_39.059,8
114.292_38.512,8
114.276_38.507,8
114.166_38.466,8
114.364_38.538,8
113.669_38.282,8
115.463_38.931,8
115.448_38.925,8
115.473_38.935,8
114.437_38.565,8
114.859_38.716,8
114.729_38.670,8
117.053_39.058,8
117.113_39.121,8
117.093_39.101,8
117.134_39.143,8
117.190_39.203,8
117.327_39.156,8
116.372_38.648,8
116.226_38.652,8
116.305_38.650,8
116.462_38.645,8
115.926_38.737,8
116.181_38.653,8
115.985_38.708,8
115.878_38.761,8
116.590_38.642,8
116.797_38.782,8
116.766_38.749,8
116.834_38.822,8
116.966_38.964,8
117.011_39.013,8
116.921_38.916,8
116.878_38.870,8
115.762_38.818,8
115.819_38.790,8
115.702_38.848,8
114.553_38.607,8
114.679_38.652,8
114.429_38.562,8
114.305_38.517,8
114.797_38.695,8
114.180_38.471,8
114.912_38.735,8
115.045_38.783,8
114.979_38.759,8
115.492_38.933,8
115.376_38.899,8
114.805_38.697,8
114.672_38.650,8
114.545_38.604,8
114.845_38.712,8
115.881_38.759,8
115.709_38.844,8
115.825_38.787,8
115.768_38.815,8
115.936_38.732,8
115.594_38.901,8
115.696_38.851,8
115.647_38.875,8
115.513_38.932,8
115.535_38.928,8
115.504_38.933,8
115.865_38.976,8
115.804_38.971,8
115.743_38.966,8
115.688_38.961,8
115.628_38.956,8
115.472_38.933,8
115.482_38.936,8
115.460_38.929,8
115.492_38.940,8
115.560_38.950,8
115.959_38.985,8
115.968_38.986,8
115.947_38.984,8
115.927_38.982,8
115.937_38.983,8
115.323_38.881,8
115.259_38.858,8
115.392_38.905,8
115.191_38.834,8
116.024_39.011,8
116.029_39.016,8
116.033_39.021,8
116.016_39.003,8
115.989_38.990,8
115.998_38.993,8
116.007_38.998,8
115.978_38.987,8
115.963_39.585,8
115.964_39.579,8
115.966_39.610,8
115.963_39.593,8
115.964_39.601,8
115.969_39.618,8
116.014_39.227,8
116.017_39.209,8
116.035_39.104,8
116.005_39.288,8
115.997_39.341,8
115.965_39.569,8
115.967_39.553,8
115.974_39.492,8
115.982_39.442,8
115.989_39.390,8
116.040_39.035,8
116.043_39.052,8
116.043_39.045,8
116.038_39.029,8
115.038_38.780,8
115.117_38.808,8
114.961_38.753,8
113.888_38.364,8
113.862_38.355,8
113.833_38.344,8
114.069_38.431,8
113.974_38.396,8
113.570_38.245,8
114.226_38.488,8
114.096_38.441,8
114.314_38.520,8
114.388_38.547,8
113.966_38.393,8
114.467_38.576,8
114.616_38.629,8
114.747_38.676,8
114.811_38.699,8
114.893_38.729,8
114.155_38.462,8
114.223_38.487,8
114.380_38.544,8
114.304_38.516,8
114.491_38.584,8
113.503_38.219,8
113.593_38.253,8
113.708_38.297,8
113.836_38.345,8
115.445_38.924,8
115.320_38.880,8
115.255_38.857,8
115.386_38.903,8
115.193_38.835,8
115.113_38.807,8
115.270_38.863,8
114.834_38.708,8
114.753_38.679,8
114.622_38.632,8
114.886_38.726,8
115.293_38.871,8
115.360_38.894,8
115.454_38.927,8
115.427_38.918,8
115.458_38.929,8
115.436_38.921,8
116.002_39.646,8
116.008_39.649,8
115.951_39.588,8
115.847_39.438,8
115.879_39.486,8
115.916_39.537,8
115.518_38.965,8
115.571_39.041,8
115.510_38.957,8
115.478_38.936,8
115.495_38.945,8
115.491_38.943,8
113.758_38.316,8
113.634_38.269,8
113.409_38.184,8
114.012_38.410,8
113.345_38.159,8
114.241_38.493,8
114.520_38.595,8
114.653_38.643,8
114.777_38.687,8
114.419_38.558,8
114.268_38.503,8
114.343_38.531,8
115.763_39.319,8
115.699_39.226,8
115.636_39.134,8
115.788_39.354,8
115.798_39.369,8
115.223_38.846,8
114.853_38.714,8
115.159_38.823,8
115.032_38.778,8
114.924_38.740,8
115.253_38.856,8
114.962_38.753,8
115.185_38.832,8
115.035_38.779,8
115.109_38.805,8
115.327_38.882,8
114.761_38.682,8
114.327_38.525,8
114.260_38.501,8
114.401_38.552,8
114.637_38.638,8
114.512_38.592,8
115.494_38.932,8
115.464_38.929,8
115.482_38.932,8
115.445_38.923,8
115.468_38.930,8
114.799_38.695,8
114.717_38.666,8
114.818_38.702,8
114.446_38.568,8
114.367_38.540,8
114.065_38.429,8
113.935_38.381,8
113.805_38.333,8
113.674_38.284,8
114.309_38.518,8
115.407_38.910,8
115.420_38.915,8
115.432_38.919,8
115.400_38.908,8
114.889_38.727,8
114.831_38.707,8
114.965_38.754,8
115.518_38.931,8
115.505_38.932,8
115.529_38.929,8
115.545_38.924,8
115.726_39.273,8
115.759_39.322,8
115.907_39.539,8
115.869_39.485,8
115.797_39.378,8
115.832_39.430,8
116.229_39.673,8
116.206_39.672,8
116.285_39.676,8
116.277_39.676,8
116.299_39.677,8
116.255_39.675,8
115.528_38.979,8
115.581_39.057,8
115.512_38.961,8
115.693_39.224,8
115.613_39.106,8
115.677_39.200,8
116.331_39.679,8
116.322_39.679,8
116.304_39.678,8
116.342_39.677,8
116.371_39.655,8
116.384_39.589,8
116.144_39.668,8
116.040_39.662,8
116.191_39.671,8
116.014_39.658,8
116.004_39.654,8
115.963_39.622,8
115.959_39.615,8
115.941_39.590,8
115.953_39.607,8
115.950_39.603,8
115.970_39.630,8
115.977_39.637,8
115.985_39.643,8
115.993_39.649,8
116.133_39.657,8
116.152_39.666,8
116.171_39.670,8
116.124_39.651,8
116.117_39.644,8
116.112_39.638,8
115.973_39.481,8
115.932_39.434,8
115.893_39.390,8
115.765_39.244,8
115.805_39.290,8
115.844_39.334,8
115.516_38.961,8
115.570_39.020,8
115.620_39.077,8
115.510_38.956,8
115.686_39.153,8
116.013_39.526,8
116.053_39.571,8
116.093_39.616,8
116.100_39.624,8
116.105_39.629,8
116.259_39.675,8
116.243_39.674,8
116.286_39.676,8
116.290_39.677,8
116.215_39.673,8
115.494_38.945,8
115.483_38.939,8
115.469_38.933,8
115.457_38.929,8
116.316_39.679,8
116.308_39.678,8
116.301_39.677,8
116.325_39.679,8
114.854_38.779,8
115.079_38.901,8
114.780_38.738,8
115.002_38.859,8
114.928_38.819,8
114.698_38.693,8
115.627_39.197,8
115.522_39.141,8
115.151_38.940,8
115.429_39.091,8
115.780_39.285,8
114.286_38.510,8
114.371_38.541,8
114.447_38.568,8
114.663_38.673,8
114.210_38.482,8
115.875_39.401,8
115.912_39.446,8
115.833_39.350,8
115.795_39.302,8
115.966_39.513,8
116.212_39.672,8
116.184_39.669,8
116.135_39.641,8
116.109_39.625,8
116.030_39.574,8
116.005_39.557,8
116.058_39.592,8
115.997_39.549,8
116.238_39.674,8
116.264_39.675,8
116.293_39.677,8
116.312_39.678,8
114.881_38.725,8
115.036_38.780,8
114.959_38.753,8
114.832_38.707,8
115.126_38.812,8
115.267_38.862,8
115.195_38.836,8
114.357_38.536,8
114.425_38.561,8
114.521_38.595,8
114.652_38.643,8
114.276_38.506,8
114.781_38.689,8
114.359_38.536,8
114.715_38.665,8
114.284_38.509,8
114.585_38.619,8
114.455_38.571,8
113.324_38.151,8
113.417_38.187,8
113.690_38.290,8
113.547_38.236,8
113.253_38.125,8
114.214_38.484,8
113.875_38.360,8
114.004_38.407,8
114.133_38.454,8
114.066_38.430,8
113.808_38.335,8
113.939_38.383,8
114.182_38.472,8
116.311_39.680,8
116.381_39.612,8
116.327_39.681,8
116.352_39.676,8
116.304_39.679,8
116.299_39.679,8
116.389_39.559,8
116.140_39.669,8
116.110_39.667,8
116.172_39.671,8
116.076_39.665,8
116.205_39.673,8
116.022_39.658,8
116.015_39.656,8
116.044_39.662,8
116.169_39.670,8
116.100_39.666,8
115.978_39.631,8
115.987_39.640,8
115.973_39.625,8
115.998_39.648,8
116.007_39.653,8
116.235_39.674,8
116.290_39.678,8
116.262_39.676,8
116.260_39.675,8
115.959_39.611,8
116.017_39.655,8
116.025_39.657,8
116.034_39.660,8
115.938_38.731,8
115.883_38.758,8
115.826_38.787,8
115.712_38.843,8
115.995_38.703,8
115.770_38.814,8
114.612_38.628,8
114.952_38.750,8
115.013_38.771,8
114.128_38.452,8
115.145_38.818,8
115.220_38.845,8
115.584_38.906,8
115.685_38.856,8
